ticker,time,open,high,low,close,volume
MHC,2024-06-03 02:15:00,8.7716,8.78113,8.7716,8.7716,6900
MHC,2024-06-03 02:19:00,8.7716,8.7716,8.7716,8.7716,5000
MHC,2024-06-03 02:22:00,8.7716,8.7716,8.76208,8.76208,10000
MHC,2024-06-03 02:23:00,8.76208,8.80018,8.76208,8.80018,300
MHC,2024-06-03 02:28:00,8.80018,8.80018,8.75256,8.76208,6200
MHC,2024-06-03 02:29:00,8.76208,8.76208,8.76208,8.76208,1000
MHC,2024-06-03 02:30:00,8.76208,8.76208,8.76208,8.76208,1600
MHC,2024-06-03 02:37:00,8.76208,8.76208,8.70494,8.70494,1000
MHC,2024-06-03 02:38:00,8.70494,8.70494,8.70494,8.70494,1100
MHC,2024-06-03 02:39:00,8.70494,8.72398,8.70494,8.72398,2700
MHC,2024-06-03 02:49:00,8.72398,8.75256,8.72398,8.75256,100
MHC,2024-06-03 02:54:00,8.75256,8.75256,8.75256,8.75256,300
MHC,2024-06-03 03:00:00,8.75256,8.75256,8.72398,8.72398,800
MHC,2024-06-03 03:04:00,8.72398,8.76208,8.72398,8.76208,500
MHC,2024-06-03 03:09:00,8.76208,8.76208,8.76208,8.76208,200
MHC,2024-06-03 03:15:00,8.76208,8.76208,8.76208,8.76208,2000
MHC,2024-06-03 03:16:00,8.76208,8.76208,8.76208,8.76208,500
MHC,2024-06-03 03:38:00,8.76208,8.76208,8.76208,8.76208,1000
MHC,2024-06-03 03:40:00,8.76208,8.76208,8.76208,8.76208,2900
MHC,2024-06-03 03:41:00,8.76208,8.76208,8.76208,8.76208,4000
MHC,2024-06-03 03:42:00,8.76208,8.76208,8.76208,8.76208,3000
MHC,2024-06-03 03:45:00,8.76208,8.76208,8.76208,8.76208,1900
MHC,2024-06-03 03:51:00,8.76208,8.76208,8.76208,8.76208,1000
MHC,2024-06-03 03:52:00,8.76208,8.76208,8.76208,8.76208,10500
MHC,2024-06-03 03:59:00,8.76208,8.76208,8.70494,8.70494,6900
MHC,2024-06-03 04:05:00,8.70494,8.76208,8.70494,8.76208,30100
MHC,2024-06-03 04:08:00,8.76208,8.76208,8.70494,8.71446,9100
MHC,2024-06-03 04:26:00,8.71446,8.71446,8.71446,8.71446,200
MHC,2024-06-03 04:27:00,8.71446,8.71446,8.71446,8.71446,400
MHC,2024-06-03 04:28:00,8.71446,8.71446,8.71446,8.71446,1400
MHC,2024-06-03 06:00:00,8.71446,8.73351,8.71446,8.73351,400
MHC,2024-06-03 06:02:00,8.73351,8.73351,8.72398,8.73351,10600
MHC,2024-06-03 06:04:00,8.73351,8.75256,8.73351,8.75256,100
MHC,2024-06-03 06:08:00,8.75256,8.76208,8.75256,8.76208,1000
MHC,2024-06-03 06:18:00,8.76208,8.76208,8.76208,8.76208,2000
MHC,2024-06-03 06:19:00,8.76208,8.76208,8.75256,8.76208,3000
MHC,2024-06-03 06:23:00,8.76208,8.76208,8.76208,8.76208,100
MHC,2024-06-03 06:27:00,8.76208,8.76208,8.71446,8.71446,2000
MHC,2024-06-03 06:30:00,8.71446,8.71446,8.71446,8.71446,8000
MHC,2024-06-03 06:31:00,8.71446,8.75256,8.71446,8.75256,100
MHC,2024-06-03 06:32:00,8.75256,8.75256,8.71446,8.71446,200
MHC,2024-06-03 06:34:00,8.71446,8.71446,8.71446,8.71446,10000
MHC,2024-06-03 06:35:00,8.71446,8.71446,8.70494,8.70494,600
MHC,2024-06-03 06:36:00,8.70494,8.71446,8.70494,8.71446,2600
MHC,2024-06-03 06:43:00,8.71446,8.71446,8.71446,8.71446,400
MHC,2024-06-03 06:50:00,8.71446,8.75256,8.71446,8.75256,200
MHC,2024-06-03 06:54:00,8.75256,8.75256,8.72398,8.72398,1200
MHC,2024-06-03 06:59:00,8.72398,8.72398,8.72398,8.72398,200
MHC,2024-06-03 07:03:00,8.72398,8.75256,8.72398,8.75256,1000
MHC,2024-06-03 07:05:00,8.75256,8.76208,8.75256,8.76208,1100
MHC,2024-06-03 07:06:00,8.76208,8.79065,8.76208,8.79065,500
MHC,2024-06-03 07:13:00,8.79065,8.79065,8.79065,8.79065,9000
MHC,2024-06-03 07:14:00,8.79065,8.79065,8.71446,8.71446,300
MHC,2024-06-03 07:15:00,8.71446,8.71446,8.71446,8.71446,1500
MHC,2024-06-03 07:17:00,8.71446,8.78113,8.71446,8.72398,100
MHC,2024-06-03 07:45:00,8.72398,8.72398,8.72398,8.72398,6200
MHC,2024-06-04 02:16:00,8.72398,8.72398,8.72398,8.72398,4000
MHC,2024-06-04 02:20:00,8.72398,8.72398,8.72398,8.72398,500
MHC,2024-06-04 02:49:00,8.72398,8.72398,8.72398,8.72398,4000
MHC,2024-06-04 02:53:00,8.72398,8.72398,8.72398,8.72398,1500
MHC,2024-06-04 02:54:00,8.72398,8.74303,8.72398,8.74303,1500
MHC,2024-06-04 02:59:00,8.74303,8.74303,8.74303,8.74303,2000
MHC,2024-06-04 03:02:00,8.74303,8.76208,8.74303,8.76208,600
MHC,2024-06-04 03:19:00,8.76208,8.76208,8.76208,8.76208,500
MHC,2024-06-04 03:21:00,8.76208,8.7716,8.76208,8.7716,500
MHC,2024-06-04 03:23:00,8.7716,8.7716,8.76208,8.76208,6000
MHC,2024-06-04 03:28:00,8.76208,8.76208,8.76208,8.76208,1000
MHC,2024-06-04 03:29:00,8.76208,8.76208,8.76208,8.76208,1200
